year,school,Overall_W,Overall_SRS,made_it
2011,South Carolina Upstate,5,-12.44,0
2011,South Carolina,14,4.17,0
2011,South Dakota State,19,3.1,0
2011,South Dakota,18,-9.72,0
2011,South Florida,10,4.28,0
2011,Southeast Missouri State,10,-12.27,0
2011,Southeastern Louisiana,15,-8.93,0
2011,Southern California,19,11.52,1
2011,SIU Edwardsville,8,-22.39,0
2011,Southern Illinois,13,-2.46,0
2011,Southern Methodist,20,1.04,0
2011,Southern Mississippi,22,8.41,0
2011,Southern Utah,11,-7.8,0
2011,Southern,4,-25.62,0
2011,St. Bonaventure,16,1.31,0
2011,St. Francis (NY),15,-5.45,0
2011,St. John's (NY),21,13.1,1
2011,Stanford,15,6.4,0
2011,Stephen F. Austin,18,-3.29,0
2011,Stetson,8,-10.73,0
2011,Stony Brook,15,-6.85,0
2011,Syracuse,27,18.85,1
2011,Temple,26,12.35,1
2011,Tennessee-Martin,12,-12.77,0
2011,Tennessee State,14,-7.12,0
2011,Tennessee Tech,20,-5.64,0
2011,Tennessee,19,11.08,1
2011,Texas A&M-Corpus Christi,10,-12.31,0
2011,Texas A&M,24,12.62,1
2011,Texas-Arlington,13,-7.59,0
2011,Texas Christian,11,0.96,0
2011,Texas-El Paso,25,8.83,0
2011,Texas-Rio Grande Valley,6,-16.55,0
2011,Texas-San Antonio,20,-5.8,1
2011,Texas Southern,19,-10.14,0
2011,Texas State,16,-7.65,0
2011,Texas Tech,13,4.02,0
2011,Texas,28,20.82,1
2011,Toledo,4,-14.75,0
2011,Towson,4,-8.06,0
2011,Troy,8,-9.48,0
2011,Tulane,13,-0.28,0
2011,Tulsa,19,6.06,0
2011,UCLA,23,11.7,1
2011,Utah State,30,13.23,1
2011,Utah Valley,19,-7.78,0
2011,Utah,13,2.46,0
2011,Valparaiso,23,4.24,0
2011,Vanderbilt,23,15.1,1
2011,Vermont,23,0.14,0
2011,Villanova,21,15.05,1
2011,Virginia Commonwealth,28,8.56,1
2011,VMI,18,-4.23,0
2011,Virginia Tech,22,13.84,0
2011,Virginia,16,6.01,0
2011,Wagner,13,-6.54,0
2011,Wake Forest,8,-4.43,0
2011,Washington State,22,12.27,0
2011,Washington,24,20.12,1
2011,Weber State,18,-1.64,0
2011,West Virginia,21,16.15,1
2011,Western Carolina,18,-3.54,0
2011,Western Illinois,7,-15.14,0
2011,Western Kentucky,16,-3.8,0
2011,Western Michigan,21,-0.7,0
2011,Wichita State,29,12.57,0
2011,William & Mary,10,-4.38,0
2011,Winthrop,13,-5.38,0
2011,Wisconsin,25,18.77,1
2011,Wofford,21,4.35,1
2011,Wright State,19,3.22,0
2011,Wyoming,10,-3.16,0
2011,Xavier,24,11.88,1
2011,Yale,15,-2.91,0
2011,Youngstown State,9,-6.4,0
2012,Air Force,13,-0.45,0
2012,Akron,22,6.33,0
2012,Alabama A&M,7,-19.33,0
2012,Alabama-Birmingham,15,2.61,0
2012,Alabama State,12,-15.79,0
2012,Alabama,21,13.76,1
2012,Albany (NY),19,-3.92,0
2012,Alcorn State,10,-19.57,0
2012,American,20,-3.12,0
2012,Appalachian State,13,-6.93,0
2012,Arizona State,10,-1.01,0
2012,Arizona,23,10.91,0
2012,Little Rock,15,-1.94,0
2012,Arkansas-Pine Bluff,11,-16.77,0
2012,Arkansas State,14,-3.18,0
2012,Arkansas,18,5.76,0
2012,Army,12,-11.26,0
2012,Auburn,15,2.52,0
2012,Austin Peay,12,-4.86,0
2012,Ball State,15,-2.93,0
2012,Baylor,30,16.54,1
2012,Belmont,27,11.81,1
2012,Bethune-Cookman,18,-9.11,0
2012,Binghamton,2,-20.14,0
2012,Boise State,13,3.52,0
2012,Boston College,9,-4.54,0
2012,Boston University,16,-3.74,0
2012,Bowling Green State,16,1.23,0
2012,Bradley,7,-5.79,0
2012,Brigham Young,26,11.25,1
2012,Brown,8,-12.52,0
2012,Bryant,2,-17.9,0
2012,Bucknell,25,3.57,0
2012,Buffalo,20,4.15,0
2012,Butler,22,2.86,0
2012,Cal Poly,18,-0.58,0
2012,Cal State Bakersfield,16,-7.15,0
2012,Cal State Fullerton,21,-1.18,0
2012,Cal State Northridge,7,-12.65,0
2012,UC-Davis,5,-15.6,0
2012,UC-Irvine,12,-6.07,0
2012,UC-Riverside,14,-8.01,0
2012,UC-Santa Barbara,20,4,0
2012,University of California,24,13.79,1
2012,Campbell,17,-6.06,0
2012,Canisius,5,-14.73,0
2012,Central Arkansas,8,-17.26,0
2012,Central Connecticut State,13,-5.36,0
2012,Central Florida,22,4.33,0
2012,Central Michigan,11,-6.74,0
2012,Charleston Southern,19,-2.19,0
2012,Charlotte,13,0.99,0
2012,Chattanooga,11,-6.99,0
2012,Chicago State,4,-19.3,0
2012,Cincinnati,26,12.93,1
2012,Citadel,6,-14.49,0
2012,Clemson,16,7.31,0
2012,Cleveland State,22,5.27,0
2012,Coastal Carolina,19,-2.64,0
2012,Colgate,8,-14.91,0
2012,College of Charleston,19,-0.16,0
2012,Colorado State,20,6.58,1
2012,Colorado,24,7.91,1
2012,Columbia,15,-2.9,0
2012,Connecticut,20,12.27,1
2012,Coppin State,14,-9.07,0
2012,Cornell,12,-4.05,0
2012,Creighton,29,12.92,1
2012,Dartmouth,5,-10.07,0
2012,Davidson,25,7.26,1
2012,Dayton,20,8.48,0
2012,Delaware State,15,-8.07,0
2012,Delaware,18,-1.61,0
2012,Denver,22,6.14,0
2012,DePaul,12,1.99,0
2012,Detroit Mercy,22,2.4,1
2012,Drake,18,2.44,0
2012,Drexel,29,7.37,0
2012,Duke,27,17.05,1
2012,Duquesne,16,4.09,0
2012,East Carolina,15,2.42,0
2012,East Tennessee State,17,-0.41,0
2012,Eastern Illinois,12,-11.48,0
2012,Eastern Kentucky,16,-8.47,0
2012,Eastern Michigan,14,-7.9,0
2012,Eastern Washington,15,-3.87,0
2012,Elon,15,-7.41,0
2012,Evansville,16,3.46,0
2012,Fairfield,22,2.94,0
2012,Fairleigh Dickinson,3,-16.99,0
2012,Florida A&M,10,-15.58,0
2012,Florida Atlantic,11,-2.58,0
2012,Florida Gulf Coast,15,-2.41,0
2012,Florida International,8,-5.07,0
2012,Florida State,25,14.53,1
2012,Florida,26,18.25,1
2012,Fordham,10,-7.63,0
2012,Fresno State,13,-0.91,0
2012,Furman,15,-6.04,0
2012,Gardner-Webb,12,-7.99,0
2012,George Mason,24,3.81,0
2012,George Washington,10,-0.63,0
2012,Georgetown,24,16.81,1
2012,Georgia Southern,15,-6.7,0
2012,Georgia State,22,5.69,0
2012,Georgia Tech,11,1.74,0
2012,Georgia,15,5.92,0
2012,Gonzaga,26,13.86,1
2012,Grambling,4,-26.82,0
2012,Green Bay,15,-2.32,0
2012,Hampton,12,-10.08,0
2012,Hartford,9,-13.41,0
2012,Harvard,26,7.84,1
2012,Hawaii,16,-2.79,0
2012,High Point,13,-5.92,0
2012,Hofstra,10,-2.98,0
2012,Holy Cross,15,-6.02,0
2012,Houston Baptist,10,-16.07,0
2012,Houston,15,0.04,0
2012,Howard,10,-14.59,0
2012,Idaho State,9,-11.05,0
2012,Idaho,19,0.77,0
2012,Illinois-Chicago,8,-9.16,0
2012,Illinois State,21,6.33,0
2012,Illinois,17,9.33,0
2012,Indiana State,18,2.08,0
2012,Indiana,27,18.63,1
2012,Iona,25,8.36,1
2012,Iowa State,23,13.32,1
2012,Iowa,18,7.04,0
2012,Fort Wayne,11,-8.79,0
2012,IUPUI,14,-3.85,0
2012,Jackson State,7,-17.5,0
2012,Jacksonville State,15,-4.86,0
2012,Jacksonville,8,-7.3,0
2012,James Madison,12,-5.86,0
2012,Kansas State,22,14.47,1
2012,Kansas,32,21.72,1
2012,Kennesaw State,3,-15.02,0
2012,Kent State,21,2.77,0
2012,Kentucky,38,24.73,1
2012,La Salle,21,8.56,0
2012,Lafayette,13,-7.2,0
2012,Lamar,23,2.41,1
2012,Lehigh,27,4.27,1
2012,Liberty,14,-9.67,0
2012,Lipscomb,13,-4.7,0
2012,Long Beach State,25,9.52,1
2012,Long Island University,25,-1.34,1
2012,Longwood,10,-20.47,0
2012,Louisiana,16,-3.25,0
2012,Louisiana-Monroe,3,-12.56,0
2012,Louisiana State,18,6.66,0
2012,Louisiana Tech,18,-2.65,0
2012,Louisville,30,16.19,1
2012,Loyola (IL),7,-8.43,0
2012,Loyola Marymount,21,2.2,0
2012,Loyola (MD),24,0.37,1
2012,Maine,12,-8.57,0
2012,Manhattan,21,1.46,0
2012,Marist,14,-8.2,0
2012,Marquette,27,16.92,1
2012,Marshall,21,7,0
2012,Maryland-Baltimore County,4,-19.85,0
2012,Maryland-Eastern Shore,7,-16.79,0
2012,Maryland,17,3.95,0
2012,Massachusetts,25,7.49,0
2012,McNeese State,17,-6.26,0
2012,Memphis,26,16.86,1
2012,Mercer,27,3.75,0
2012,Miami (FL),20,10.75,0
2012,Miami (OH),9,-2.07,0
2012,Michigan State,29,21.32,1
2012,Michigan,24,13.19,1
2012,Middle Tennessee,27,8.69,0
2012,Milwaukee,20,0.53,0
2012,Minnesota,23,10.7,0
2012,Mississippi State,21,9.13,0
2012,Mississippi Valley State,21,-8.03,1
2012,Mississippi,20,6.53,0
2012,Missouri-Kansas City,10,-8.82,0
2012,Missouri State,16,6.15,0
2012,Missouri,30,19.77,1
2012,Monmouth,12,-11.93,0
2012,Montana State,12,-10.29,0
2012,Montana,25,4.55,1
2012,Morehead State,18,-4.99,0
2012,Morgan State,9,-8.41,0
2012,Mount St. Mary's,8,-11.72,0
2012,Murray State,31,8.74,1
2012,Navy,3,-14.6,0
2012,Nebraska,12,3.52,0
2012,Nevada-Las Vegas,26,13.55,1
2012,Nevada,28,4.54,0
2012,New Hampshire,13,-10.09,0
2012,New Mexico State,26,8.73,1
2012,New Mexico,28,15.6,1
2012,Niagara,14,-6.67,0
2012,Nicholls State,10,-18.55,0
2012,NJIT,15,-12.09,0
2012,Norfolk State,26,-3.68,1
2012,North Carolina-Asheville,24,3.06,1
2012,North Carolina A&T,12,-12.34,0
2012,North Carolina Central,17,-6.12,0
2012,North Carolina-Greensboro,13,-9.67,0
2012,North Carolina State,24,12.1,1
2012,North Carolina-Wilmington,10,-5.5,0
2012,North Carolina,32,21.34,1
2012,North Dakota State,17,0.01,0
2012,North Dakota,17,-8.76,0
2012,North Florida,16,-3.44,0
2012,North Texas,18,-0.39,0
2012,Northeastern,14,-3.27,0
2012,Northern Arizona,5,-16.72,0
2012,Northern Colorado,9,-6.23,0
2012,Northern Illinois,5,-15.62,0
2012,Northern Iowa,20,6.99,0
2012,Northwestern State,16,-6.29,0
2012,Northwestern,19,8.87,0
2012,Notre Dame,22,11.18,1
2012,Oakland,20,0.29,0
2012,Ohio State,31,23.95,1
2012,Ohio,29,7.17,1
2012,Oklahoma State,15,7.02,0
2012,Oklahoma,15,7.28,0
2012,Old Dominion,22,4.08,0
2012,Oral Roberts,27,5.24,0
2012,Oregon State,21,8.84,0
2012,Oregon,24,10.19,0
2012,Pacific,11,-8.04,0
2012,Penn State,12,3.72,0
2012,Pennsylvania,20,1.12,0
2012,Pepperdine,10,-7.4,0
2012,Pittsburgh,22,9.43,0
2012,Portland State,17,-4.04,0
2012,Portland,7,-7.88,0
2012,Prairie View,14,-16.87,0
2012,Presbyterian,14,-6.76,0
2012,Princeton,20,2.57,0
2012,Providence,15,4.16,0
2012,Purdue,22,13.88,1
2012,Quinnipiac,18,-2.01,0
2012,Radford,6,-13.14,0
2012,Rhode Island,7,-3.78,0
2012,Rice,19,1.42,0
2012,Richmond,16,4.71,0
2012,Rider,13,-5.4,0
2012,Robert Morris,26,0.67,0
2012,Rutgers,14,5.42,0
2012,Sacramento State,10,-9.67,0
2012,Sacred Heart,14,-6.87,0
2012,Saint Francis (PA),6,-13.18,0
2012,Saint Joseph's,20,8.25,0
2012,Saint Louis,26,15.15,1
2012,Saint Mary's (CA),27,11.26,1
2012,Saint Peter's,5,-13.37,0
2012,Sam Houston State,13,-9.09,0
2012,Samford,11,-8.68,0
2012,San Diego State,26,9.04,1
2012,San Diego,13,-3.76,0
2012,San Francisco,20,1.9,0
2012,San Jose State,9,-7.86,0
2012,Santa Clara,8,-6.79,0
2012,Savannah State,21,-3.59,0
2012,Seattle,12,-4.18,0
2012,Seton Hall,21,10.23,0
2012,Siena,14,-5.71,0
2012,South Alabama,17,-2.81,0
2012,South Carolina State,5,-20.8,0
2012,South Carolina Upstate,21,-0.16,0
2012,South Carolina,10,2.65,0
2012,South Dakota State,27,7.34,1
2012,South Dakota,10,-9.56,0
2012,South Florida,22,9.2,1
2012,Southeast Missouri State,15,-6.12,0
2012,Southeastern Louisiana,12,-11.94,0
2012,Southern California,6,-0.51,0
2012,SIU Edwardsville,10,-13.3,0
2012,Southern Illinois,8,-3.51,0
2012,Southern Methodist,13,-1.26,0
2012,Southern Mississippi,25,7.79,1
2012,Southern Utah,14,-6.22,0
2012,Southern,17,-16.17,0
2012,St. Bonaventure,20,8.25,1
2012,St. Francis (NY),15,-6.02,0
2012,St. John's (NY),13,2.63,0
2012,Stanford,26,12.64,0
2012,Stephen F. Austin,20,-1.46,0
2012,Stetson,9,-7.48,0
2012,Stony Brook,22,-0.45,0
2012,Syracuse,34,21.12,1
2012,Temple,24,10.44,1
2012,Tennessee-Martin,4,-17.09,0
2012,Tennessee State,20,-3.06,0
2012,Tennessee Tech,19,-3.81,0
2012,Tennessee,19,9.49,0
2012,Texas A&M-Corpus Christi,6,-12.21,0
2012,Texas A&M,14,5.57,0
2012,Texas-Arlington,24,3.35,0
2012,Texas Christian,18,1.72,0
2012,Texas-El Paso,15,2.92,0
2012,Texas-Rio Grande Valley,11,-13.66,0
2012,Texas-San Antonio,18,-1.83,0
2012,Texas Southern,15,-10.26,0
2012,Texas State,13,-8.66,0
2012,Texas Tech,8,-2.61,0
2012,Texas,20,14,1
2012,Toledo,19,-3.35,0
2012,Towson,1,-16.71,0
2012,Troy,10,-7.48,0
2012,Tulane,15,-0.12,0
2012,Tulsa,17,5.82,0
2012,UCLA,19,10.53,0
2012,Utah State,21,3.49,0
2012,Utah Valley,20,-6.53,0
2012,Utah,6,-9.31,0
2012,Valparaiso,22,0.61,0
2012,Vanderbilt,25,15.71,1
2012,Vermont,24,0.98,1
2012,Villanova,13,7.89,0
2012,Virginia Commonwealth,29,8.79,1
2012,VMI,17,-9.43,0
2012,Virginia Tech,16,8.93,0
2012,Virginia,22,12.51,1
2012,Wagner,25,3.6,0
2012,Wake Forest,13,-0.75,0
2012,Washington State,19,6.17,0
2012,Washington,24,10.79,0
2012,Weber State,25,1.51,0
2012,West Virginia,19,12.13,1
2012,Western Carolina,17,-6.57,0
2012,Western Illinois,18,-2.84,0
2012,Western Kentucky,16,-2.66,1
2012,Western Michigan,14,-1.8,0
2012,Wichita State,27,17.42,1
2012,William & Mary,6,-10.79,0
2012,Winthrop,12,-7.64,0
2012,Wisconsin,26,19.04,1
2012,Wofford,19,-3.62,0
2012,Wright State,13,-4.07,0
2012,Wyoming,21,6.79,0
2012,Xavier,23,9.59,1
2012,Yale,19,-1.37,0
2012,Youngstown State,16,-1.78,0
2013,Air Force,18,4.18,0
2013,Akron,26,8.11,1
2013,Alabama A&M,11,-18.4,0
2013,Alabama-Birmingham,16,0.26,0
2013,Alabama State,10,-17.88,0
2013,Alabama,23,9.79,0
2013,Albany (NY),24,-0.87,1
2013,Alcorn State,10,-14.26,0
2013,American,10,-8.56,0
2013,Appalachian State,15,-7.91,0
2013,Arizona State,22,8.86,0
2013,Arizona,27,17.3,1
2013,Little Rock,17,-4.36,0
2013,Arkansas-Pine Bluff,16,-12.13,0
2013,Arkansas State,19,0.77,0
2013,Arkansas,19,9.82,0
2013,Army,16,-1.48,0
2013,Auburn,9,0.21,0
2013,Austin Peay,8,-12.35,0
2013,Ball State,15,-6.7,0
2013,Baylor,23,15.07,0
2013,Belmont,26,10.37,1
2013,Bethune-Cookman,14,-9.54,0
2013,Binghamton,3,-18.52,0
2013,Boise State,21,9.44,1
2013,Boston College,16,6.09,0
2013,Boston University,17,-0.6,0
2013,Bowling Green State,13,-3.32,0
2013,Bradley,18,1.25,0
2013,Brigham Young,24,10.66,0
2013,Brown,13,-6.33,0
2013,Bryant,19,-2.08,0
2013,Bucknell,28,6.95,1
2013,Buffalo,14,-1.94,0
2013,Butler,27,10.99,1
2013,Cal Poly,18,-0.46,0
2013,Cal State Bakersfield,14,-6.44,0
2013,Cal State Fullerton,14,-2.97,0
2013,Cal State Northridge,14,-3.89,0
2013,UC-Davis,14,-3.5,0
2013,UC-Irvine,21,0.17,0
2013,UC-Riverside,6,-11.49,0
2013,UC-Santa Barbara,11,-4.22,0
2013,University of California,21,10.65,1
2013,Campbell,13,-10.25,0
2013,Canisius,20,2.37,0
2013,Central Arkansas,13,-10.87,0
2013,Central Connecticut State,13,-8.24,0
2013,Central Florida,20,3.44,0
2013,Central Michigan,11,-6.14,0
2013,Charleston Southern,19,-2.07,0
2013,Charlotte,21,2.69,0
2013,Chattanooga,13,-10.47,0
2013,Chicago State,11,-11.77,0
2013,Cincinnati,22,14.46,1
2013,Citadel,8,-16.99,0
2013,Clemson,13,5.82,0
2013,Cleveland State,14,-7.34,0
2013,Coastal Carolina,14,-5.61,0
2013,Colgate,11,-8.73,0
2013,College of Charleston,24,0.17,0
2013,Colorado State,26,13.65,1
2013,Colorado,21,11.95,1
2013,Columbia,12,-3.25,0
2013,Connecticut,20,11.88,0
2013,Coppin State,8,-12.65,0
2013,Cornell,13,-7.27,0
2013,Creighton,28,16.44,1
2013,Dartmouth,9,-9.21,0
2013,Davidson,26,7.27,1
2013,Dayton,17,9.36,0
2013,Delaware State,15,-11.19,0
2013,Delaware,19,-0.78,0
2013,Denver,22,9.2,0
2013,DePaul,11,1.71,0
2013,Detroit Mercy,20,6.71,0
2013,Drake,15,3.43,0
2013,Drexel,13,-1.08,0
2013,Duke,30,21.43,1
2013,Duquesne,8,-4.54,0
2013,East Carolina,23,2.56,0
2013,East Tennessee State,10,-13.15,0
2013,Eastern Illinois,11,-8.93,0
2013,Eastern Kentucky,25,1.66,0
2013,Eastern Michigan,16,-6.25,0
2013,Eastern Washington,10,-10.77,0
2013,Elon,21,-3.58,0
2013,Evansville,21,5.26,0
2013,Fairfield,19,-0.55,0
2013,Fairleigh Dickinson,7,-18,0
2013,Florida A&M,8,-16.14,0
2013,Florida Atlantic,14,-5.88,0
2013,Florida Gulf Coast,26,2.76,1
2013,Florida International,18,-2.08,0
2013,Florida State,18,5.67,0
2013,Florida,29,23.86,1
2013,Fordham,7,-6.9,0
2013,Fresno State,11,3.31,0
2013,Furman,7,-17.46,0
2013,Gardner-Webb,21,-3.22,0
2013,George Mason,22,2.01,0
2013,George Washington,13,4.22,0
2013,Georgetown,25,15.84,1
2013,Georgia Southern,14,-9.67,0
2013,Georgia State,15,-2.04,0
2013,Georgia Tech,16,6.6,0
2013,Georgia,15,5.31,0
2013,Gonzaga,32,20.47,1
2013,Grambling,0,-35.85,0
2013,Green Bay,18,1.67,0
2013,Hampton,14,-9.35,0
2013,Hartford,17,-5.84,0
2013,Harvard,20,3.95,1
2013,Hawaii,17,-1.73,0
2013,High Point,17,-4.66,0
2013,Hofstra,7,-10.76,0
2013,Holy Cross,12,-6.14,0
2013,Houston Baptist,14,-15.17,0
2013,Houston,20,-0.3,0
2013,Howard,7,-14.42,0
2013,Idaho State,6,-12.98,0
2013,Idaho,12,-2.19,0
2013,Illinois-Chicago,18,-1.78,0
2013,Illinois State,18,9.63,0
2013,Illinois,23,13.23,1
2013,Indiana State,18,5.08,0
2013,Indiana,29,24.9,1
2013,Iona,20,4.04,1
2013,Iowa State,23,14.5,1
2013,Iowa,25,14.22,0
2013,Fort Wayne,16,-7,0
2013,IUPUI,6,-15.93,0
2013,Jackson State,11,-14.8,0
2013,Jacksonville State,17,-4.48,0
2013,Jacksonville,14,-10.47,0
2013,James Madison,21,-1.73,1
2013,Kansas State,27,13.53,1
2013,Kansas,31,20.79,1
2013,Kennesaw State,3,-15.4,0
2013,Kent State,21,2.38,0
2013,Kentucky,21,13.94,0
2013,La Salle,24,10.14,1
2013,Lafayette,19,-3,0
2013,Lamar,3,-20.55,0
2013,Lehigh,21,3.95,0
2013,Liberty,15,-9.13,1
2013,Lipscomb,12,-11.7,0
2013,Long Beach State,19,-1.18,0
2013,Long Island University,20,-3.21,1
2013,Longwood,8,-19.36,0
2013,Louisiana,13,-4.92,0
2013,Louisiana-Monroe,4,-13.97,0
2013,Louisiana State,19,5.82,0
2013,Louisiana Tech,27,5.48,0
2013,Louisville,35,24.81,1
2013,Loyola (IL),15,-1.03,0
2013,Loyola Marymount,11,-3.04,0
2013,Loyola (MD),23,1.33,0
2013,Maine,11,-9.57,0
2013,Manhattan,14,-1.97,0
2013,Marist,10,-6.34,0
2013,Marquette,26,14.04,1
2013,Marshall,13,-3.62,0
2013,Maryland-Baltimore County,8,-12.5,0
2013,Maryland-Eastern Shore,2,-19.61,0
2013,Maryland,25,11.37,0
2013,Massachusetts,21,5.82,0
2013,McNeese State,14,-11.49,0
2013,Memphis,31,12.26,1
2013,Mercer,24,0.69,0
2013,Miami (FL),29,16.99,1
2013,Miami (OH),9,-6.62,0
2013,Michigan State,27,18.64,1
2013,Michigan,31,21.28,1
2013,Middle Tennessee,28,11.16,1
2013,Milwaukee,8,-10.33,0
2013,Minnesota,21,16.83,1
2013,Mississippi State,10,-4.54,0
2013,Mississippi Valley State,5,-19.13,0
2013,Mississippi,27,14.42,1
2013,Missouri-Kansas City,8,-13.61,0
2013,Missouri State,11,-2.8,0
2013,Missouri,23,15.41,1
2013,Monmouth,10,-12.02,0
2013,Montana State,13,-10.9,0
2013,Montana,25,-1.11,1
2013,Morehead State,15,-5.36,0
2013,Morgan State,17,-5.39,0
2013,Mount St. Mary's,18,-5.85,0
2013,Murray State,21,1.21,0
2013,Navy,8,-11.31,0
2013,Omaha,11,-15.18,0
2013,Nebraska,15,4.4,0
2013,Nevada-Las Vegas,25,12.92,1
2013,Nevada,12,0.45,0
2013,New Hampshire,9,-8.26,0
2013,New Mexico State,24,5.11,1
2013,New Mexico,29,13.28,1
2013,New Orleans,8,-21.26,0
2013,Niagara,19,0.58,0
2013,Nicholls State,9,-10.54,0
2013,NJIT,16,-8.33,0
2013,Norfolk State,21,-5.77,0
2013,North Carolina-Asheville,16,-3.67,0
2013,North Carolina A&T,20,-6.94,1
2013,North Carolina Central,22,-2.23,0
2013,North Carolina-Greensboro,9,-9.42,0
2013,North Carolina State,24,14.32,1
2013,North Carolina-Wilmington,10,-10.09,0
2013,North Carolina,25,14.52,1
2013,North Dakota State,24,5.21,0
2013,North Dakota,16,-8.53,0
2013,North Florida,13,-7.35,0
2013,North Texas,12,-6.39,0
2013,Northeastern,20,-1.35,0
2013,Northern Arizona,11,-12.02,0
2013,Northern Colorado,13,-7.64,0
2013,Northern Illinois,5,-12,0
2013,Northern Iowa,21,8.6,0
2013,Northern Kentucky,11,-7.82,0
2013,Northwestern State,23,0.41,1
2013,Northwestern,13,5.36,0
2013,Notre Dame,25,13.74,1
2013,Oakland,16,-4.39,0
2013,Ohio State,29,20.19,1
2013,Ohio,24,6.94,0
2013,Oklahoma State,24,15.57,1
2013,Oklahoma,20,11.4,1
2013,Old Dominion,5,-7.59,0
2013,Oral Roberts,20,-0.23,0
2013,Oregon State,14,6.04,0
2013,Oregon,28,13.82,1
2013,Pacific,22,1.96,1
2013,Penn State,10,2.85,0
2013,Pennsylvania,9,-6.97,0
2013,Pepperdine,12,-3.73,0
2013,Pittsburgh,24,18.82,1
2013,Portland State,8,-10.84,0
2013,Portland,11,-5.79,0
2013,Prairie View,15,-15.61,0
2013,Presbyterian,8,-17.47,0
2013,Princeton,17,3.16,0
2013,Providence,19,9.28,0
2013,Purdue,16,9.04,0
2013,Quinnipiac,15,-4.75,0
2013,Radford,13,-10.87,0
2013,Rhode Island,8,-0.6,0
2013,Rice,5,-11.12,0
2013,Richmond,19,6.9,0
2013,Rider,19,-1.22,0
2013,Robert Morris,24,0.24,0
2013,Rutgers,15,5.97,0
2013,Sacramento State,14,-9.4,0
2013,Sacred Heart,9,-9.76,0
2013,Saint Francis (PA),5,-15.16,0
2013,Saint Joseph's,18,7.31,0
2013,Saint Louis,28,14.33,1
2013,Saint Mary's (CA),28,14.51,1
2013,Saint Peter's,9,-9.05,0
2013,Sam Houston State,17,-6.45,0
2013,Samford,11,-10.05,0
2013,San Diego State,23,13.01,1
2013,San Diego,16,-0.55,0
2013,San Francisco,15,2.42,0
2013,San Jose State,9,-9.39,0
2013,Santa Clara,26,6.58,0
2013,Savannah State,19,-5.41,0
2013,Seattle,8,-4.53,0
2013,Seton Hall,15,5.54,0
2013,Siena,8,-10.25,0
2013,South Alabama,17,-2.89,0
2013,South Carolina State,6,-18.17,0
2013,South Carolina Upstate,16,-3.59,0
2013,South Carolina,14,-0.71,0
2013,South Dakota State,25,2.36,1
2013,South Dakota,10,-7.5,0
2013,South Florida,12,4.28,0
2013,Southeast Missouri State,17,-5.51,0
2013,Southeastern Louisiana,13,-10.65,0
2013,Southern California,14,6.31,0
2013,SIU Edwardsville,9,-11.19,0
2013,Southern Illinois,14,-0.82,0
2013,Southern Methodist,15,-0.59,0
2013,Southern Mississippi,27,8.95,0
2013,Southern Utah,11,-12.04,0
2013,Southern,23,-2.61,1
2013,St. Bonaventure,14,3.44,0
2013,St. Francis (NY),12,-5.92,0
2013,St. John's (NY),17,5.8,0
2013,Stanford,19,11.4,0
2013,Stephen F. Austin,27,4.25,0
2013,Stetson,15,-6.45,0
2013,Stony Brook,25,5.6,0
2013,Syracuse,30,20.3,1
2013,Temple,24,9.52,1
2013,Tennessee-Martin,9,-16.58,0
2013,Tennessee State,18,-2.17,0
2013,Tennessee Tech,12,-9.68,0
2013,Tennessee,20,9,0
2013,Texas A&M-Corpus Christi,6,-11.76,0
2013,Texas A&M,18,6.5,0
2013,Texas-Arlington,19,0.58,0
2013,Texas Christian,11,-4.27,0
2013,Texas-El Paso,18,4.63,0
2013,Texas-Rio Grande Valley,16,-13.35,0
2013,Texas-San Antonio,10,-6.47,0
2013,Texas Southern,17,-2.09,0
2013,Texas State,12,-6.36,0
2013,Texas Tech,11,-3.11,0
2013,Texas,16,6.85,0
2013,Toledo,15,-2.43,0
2013,Towson,18,-1.92,0
2013,Troy,12,-8.77,0
2013,Tulane,20,1.87,0
2013,Tulsa,17,-1.06,0
2013,UCLA,25,12.88,1
2013,Utah State,21,3.79,0
2013,Utah Valley,14,-11.38,0
2013,Utah,15,4.74,0
2013,Valparaiso,26,7.15,1
2013,Vanderbilt,16,6.24,0
2013,Vermont,21,-0.13,0
2013,Villanova,20,10.74,1
2013,Virginia Commonwealth,27,16.89,1
2013,VMI,14,-11.4,0
2013,Virginia Tech,13,1.74,0
2013,Virginia,23,12.89,0
2013,Wagner,19,-3.23,0
2013,Wake Forest,13,3.41,0
2013,Washington State,13,6.7,0
2013,Washington,18,7.93,0
2013,Weber State,30,5.87,0
2013,West Virginia,13,4.6,0
2013,Western Carolina,14,-6.45,0
2013,Western Illinois,22,-1.87,0
2013,Western Kentucky,20,-0.65,1
2013,Western Michigan,22,0.42,0
2013,Wichita State,30,14.68,1
2013,William & Mary,13,-4.03,0
2013,Winthrop,14,-8.61,0
2013,Wisconsin,23,18.76,1
2013,Wofford,13,-6.74,0
2013,Wright State,23,2.25,0
2013,Wyoming,20,5.39,0
2013,Xavier,17,7.7,0
2013,Yale,14,-3.95,0
2013,Youngstown State,18,-2.14,0
2014,Abilene Christian,11,-19.6,0
2014,Air Force,12,-4.08,0
2014,Akron,21,1.16,0
2014,Alabama A&M,14,-13.86,0
2014,Alabama-Birmingham,18,0.78,0
2014,Alabama State,19,-12.84,0
